;;;;;;Time;Utility
Dataset;k;QIs;Algorithm;Quality;Transformation;Value;Value
SS13ACS;10;30;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1916013.0;0.8230981692617532
SS13ACS;10;30;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1916013.0;0.8683694386193106
SS13ACS;5;1;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;411.0;1.0
SS13ACS;5;1;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;411.0;1.0
SS13ACS;5;5;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;522.0;0.9900047895271503
SS13ACS;5;5;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;522.0;0.9945706956570062
SS13ACS;5;10;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1116.0;0.9741310351028235
SS13ACS;5;10;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1116.0;0.9893017219645545
SS13ACS;5;15;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;64580.0;0.9751726107052339
SS13ACS;5;15;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;64580.0;0.9420456412112442
SS13ACS;5;20;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;609670.0;0.9477018274687751
SS13ACS;5;20;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;609670.0;0.9455320139498612
SS13ACS;5;25;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1421010.0;0.8875881134205363
SS13ACS;5;25;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1421010.0;0.9176888182027183
